63 63
63 62
62 63
62 62
63 61
63 60
62 61
62 60
61 63
61 62
60 63
60 62
61 61
61 60
60 61
60 60
63 59
63 58
62 59
62 58
63 57
63 56
62 57
62 56
61 59
61 58
60 59
60 58
61 57
61 56
60 57
60 56
59 63
59 62
58 63
58 62
59 61
59 60
58 61
58 60
57 63
57 62
56 63
56 62
57 61
57 60
56 61
56 60
59 59
59 58
58 59
58 58
59 57
59 56
58 57
58 56
57 59
57 58
56 59
56 58
57 57
57 56
56 57
56 56
63 55
63 54
62 55
62 54
63 53
63 52
62 53
62 52
61 55
61 54
60 55
60 54
61 53
61 52
60 53
60 52
63 51
63 50
62 51
62 50
63 49
63 48
62 49
62 48
61 51
61 50
60 51
60 50
61 49
61 48
60 49
60 48
59 55
59 54
58 55
58 54
59 53
59 52
58 53
58 52
57 55
57 54
56 55
56 54
57 53
57 52
56 53
56 52
59 51
59 50
58 51
58 50
59 49
59 48
58 49
58 48
57 51
57 50
56 51
56 50
57 49
57 48
56 49
56 48
55 63
55 62
54 63
54 62
55 61
55 60
54 61
54 60
53 63
53 62
52 63
52 62
53 61
53 60
52 61
52 60
55 59
55 58
54 59
54 58
55 57
55 56
54 57
54 56
53 59
53 58
52 59
52 58
53 57
53 56
52 57
52 56
51 63
51 62
50 63
50 62
51 61
51 60
50 61
50 60
49 63
49 62
48 63
48 62
49 61
49 60
48 61
48 60
51 59
51 58
50 59
50 58
51 57
51 56
50 57
50 56
49 59
49 58
48 59
48 58
49 57
49 56
48 57
48 56
55 55
55 54
54 55
54 54
55 53
55 52
54 53
54 52
53 55
53 54
52 55
52 54
53 53
53 52
52 53
52 52
55 51
55 50
54 51
54 50
55 49
55 48
54 49
54 48
53 51
53 50
52 51
52 50
53 49
53 48
52 49
52 48
51 55
51 54
50 55
50 54
51 53
51 52
50 53
50 52
49 55
49 54
48 55
48 54
49 53
49 52
48 53
48 52
51 51
51 50
50 51
50 50
51 49
51 48
50 49
50 48
49 51
49 50
48 51
48 50
49 49
49 48
48 49
48 48
63 47
63 46
62 47
62 46
63 45
63 44
62 45
62 44
61 47
61 46
60 47
60 46
61 45
61 44
60 45
60 44
63 43
63 42
62 43
62 42
63 41
63 40
62 41
62 40
61 43
61 42
60 43
60 42
61 41
61 40
60 41
60 40
59 47
59 46
58 47
58 46
59 45
59 44
58 45
58 44
57 47
57 46
56 47
56 46
57 45
57 44
56 45
56 44
59 43
59 42
58 43
58 42
59 41
59 40
58 41
58 40
57 43
57 42
56 43
56 42
57 41
57 40
56 41
56 40
63 39
63 38
62 39
62 38
63 37
63 36
62 37
62 36
61 39
61 38
60 39
60 38
61 37
61 36
60 37
60 36
63 35
63 34
62 35
62 34
63 33
63 32
62 33
62 32
61 35
61 34
60 35
60 34
61 33
61 32
60 33
60 32
59 39
59 38
58 39
58 38
59 37
59 36
58 37
58 36
57 39
57 38
56 39
56 38
57 37
57 36
56 37
56 36
59 35
59 34
58 35
58 34
59 33
59 32
58 33
58 32
57 35
57 34
56 35
56 34
57 33
57 32
56 33
56 32
55 47
55 46
54 47
54 46
55 45
55 44
54 45
54 44
53 47
53 46
52 47
52 46
53 45
53 44
52 45
52 44
55 43
55 42
54 43
54 42
55 41
55 40
54 41
54 40
53 43
53 42
52 43
52 42
53 41
53 40
52 41
52 40
51 47
51 46
50 47
50 46
51 45
51 44
50 45
50 44
49 47
49 46
48 47
48 46
49 45
49 44
48 45
48 44
51 43
51 42
50 43
50 42
51 41
51 40
50 41
50 40
49 43
49 42
48 43
48 42
49 41
49 40
48 41
48 40
55 39
55 38
54 39
54 38
55 37
55 36
54 37
54 36
53 39
53 38
52 39
52 38
53 37
53 36
52 37
52 36
55 35
55 34
54 35
54 34
55 33
55 32
54 33
54 32
53 35
53 34
52 35
52 34
53 33
53 32
52 33
52 32
51 39
51 38
50 39
50 38
51 37
51 36
50 37
50 36
49 39
49 38
48 39
48 38
49 37
49 36
48 37
48 36
51 35
51 34
50 35
50 34
51 33
51 32
50 33
50 32
49 35
49 34
48 35
48 34
49 33
49 32
48 33
48 32
47 63
47 62
46 63
46 62
47 61
47 60
46 61
46 60
45 63
45 62
44 63
44 62
45 61
45 60
44 61
44 60
47 59
47 58
46 59
46 58
47 57
47 56
46 57
46 56
45 59
45 58
44 59
44 58
45 57
45 56
44 57
44 56
43 63
43 62
42 63
42 62
43 61
43 60
42 61
42 60
41 63
41 62
40 63
40 62
41 61
41 60
40 61
40 60
43 59
43 58
42 59
42 58
43 57
43 56
42 57
42 56
41 59
41 58
40 59
40 58
41 57
41 56
40 57
40 56
47 55
47 54
46 55
46 54
47 53
47 52
46 53
46 52
45 55
45 54
44 55
44 54
45 53
45 52
44 53
44 52
47 51
47 50
46 51
46 50
47 49
47 48
46 49
46 48
45 51
45 50
44 51
44 50
45 49
45 48
44 49
44 48
43 55
43 54
42 55
42 54
43 53
43 52
42 53
42 52
41 55
41 54
40 55
40 54
41 53
41 52
40 53
40 52
43 51
43 50
42 51
42 50
43 49
43 48
42 49
42 48
41 51
41 50
40 51
40 50
41 49
41 48
40 49
40 48
39 63
39 62
38 63
38 62
39 61
39 60
38 61
38 60
37 63
37 62
36 63
36 62
37 61
37 60
36 61
36 60
39 59
39 58
38 59
38 58
39 57
39 56
38 57
38 56
37 59
37 58
36 59
36 58
37 57
37 56
36 57
36 56
35 63
35 62
34 63
34 62
35 61
35 60
34 61
34 60
33 63
33 62
32 63
32 62
33 61
33 60
32 61
32 60
35 59
35 58
34 59
34 58
35 57
35 56
34 57
34 56
33 59
33 58
32 59
32 58
33 57
33 56
32 57
32 56
39 55
39 54
